paper_id,Measurement,Framework,Quantification,Target variable type,Level,Approach,Institution country,Field country,Location,Location range,Habitat type,Taxon,Disturbance type,Disturbance pattern,Observation duration,Justification
921,Observed,resistance + resilience + reactivity,Recovery time,Biomass,Community,Modeling and simulation; Field observation,CA,IT,"N44.35, E9.15",0,Marine.Neritic,Animalia,Unmanipulated_Climatic,Press,9131,The study fits a first order multivariate autoregressive model to observed time series of species level catch data from a stationary fish trap spanning 1950 to 1974 and uses log transformed CPUE as the state variable. It states that Ives et al. 2003 derive three measures of stability from MAR1 models that characterise the community in terms of its resilience reactivity and resistance. It defines resilience as a measure of return time of the community from an ecological disturbance or displacement from equilibrium and quantifies it from the leading eigenvalue of the community matrix B. The CPUE data are species level catch data weighed in kg and aggregated into three trophic groups so the target variable is biomass at the community trophic group level. The approach combines field observation data with a community matrix model and stability analysis. The first author affiliation is Dalhousie University Halifax NS Canada. The data come from a trap anchored to the seabed 200 m from the Camogli coast of the Ligurian Sea off the coast of Italy. The figure describes the trap located off the coast of Camogli Italy within the Ligurian Sea. Environmental forcing is represented as process errors interpreted as environmental forcing and the discussion refers to increased temperature and stochastic forcing so the disturbance is treated as unmanipulated environmental forcing over the time series. The analysis spans 25 years from 1950 to 1974 so the observation duration is 25 years.
1431,Observed,resilience = resistance + recovery,Resistance,Ecosystem function,Ecosystem,Field observation,US,['US'],"N34.8, W91.0",0,Wetland,Plantae,Unmanipulated_Climatic,Press,1210,The study states that it integrates US Drought Monitor classifications with MODIS-derived NDVI indices for vegetation resistance and recovery and it assesses vegetation health across 2010 to 2014. It defines resistance as Rs = NDVI 2011 divided by NDVI 2010 and recovery as Rc = NDVI 2012 or 2013 or 2014 divided by NDVI 2011 which directly uses observed NDVI values. It explicitly says the concepts of vegetation resilience namely resistance and recovery were quantitatively assessed using indices derived from MODIS NDVI data which supports the framework resilience = resistance + recovery. The core modeled analysis uses OLS regression with a focus on vegetation resistance Rs as the dependent variable which makes the resilience quantification used in the main analysis resistance. NDVI is used to represent vegetation health and is described as maintaining greenness during and after drought events reflecting resistance and recovery which is an ecosystem function proxy. The study area is the Lower Mississippi River Basin covering portions of Missouri Illinois Kentucky Tennessee Arkansas Mississippi and Louisiana in the United States. The drought events are described as naturally occurring drought events of varying severity which indicates an unmanipulated climatic disturbance. The study period is described as spanning from March 2 2010 to June 25 2013 and it analyzes a continuous time window to capture overlapping drought and recovery periods which treats drought as a press type driver. The first author affiliation is Appalachian State University in the United States. The riparian systems are described as including floodplains wetlands and bottomland hardwood forests and wetlands are explicitly included as a major riparian system. The response variable is riparian vegetation NDVI which indicates plants.
36,Inferred,ecosystem health = vigor + organization + resilience + stress,Inferred,Land use,Landscape,Field observation,CN,CN,"N26.9167, E106.5833",5.125,Other,NA,NA,NA,NA,The study developed a regional ecosystem health assessment framework described as a “Vigor-Organization-Resilience-Stress” VORS framework and computed EHI as EVI×EOI×ERI×ESI. Ecosystem resilience was not quantified from recovery dynamics but was computed as ERI = sum Ai×RCi where RCi is an ER coefficient assigned by land use type and taken from previous research. The ER coefficients are described as calculated by a weighted average of stability and resilience with weights of 0.6 and 0.4 and are provided in Table 2 which indicates a proxy based construction rather than observed recovery. The approach uses RS and GIS with MOD13A1 NDVI and other spatial datasets for Guizhou Province from 2000 to 2020 which is field observation via remote sensing and spatial data products. The first author affiliation is Guizhou University in China. The study area is Guizhou Province China with coordinates 24•37′-29•13′N and 103•36′-109•35′E and the location provided is the midpoint of these bounds. The resilience related target variable is land use composition through Ai proportions and land use type coefficients which is a landscape level variable. Habitat type cannot be reduced to a single listed IUCN category because the analysis spans multiple land use types including cropland forestland grassland water construction land and bare land so the major habitat type is coded as Other. Because measurement is inferred disturbance type pattern and observation duration for resilience are not applicable under the instructions.
56,Inferred,ecosystem stability + network resilience,Inferred,Interaction,Community,Field observation,KE,KE,"S1.09, E37.36",2.1,Agricultural,Plantae; Animalia,NA,NA,NA,The study defines interaction network resilience and then states that it calculated bee and plant network resilience using the network resilience parameter βeff. The parameter βeff is described as a one-dimensional mathematical model quantifiable from an ecological network and it defines the state of an ecosystem against disturbances such as loss in interactions species interaction weight or combinations. The analysis uses plant-bee interaction networks pooled across four sampling sessions per plot and does not quantify recovery dynamics after a disturbance event. The methods describe field surveys that recorded plant-bee pollinator visitation frequencies and assembled weighted interaction matrices and then computed βeff. Because resilience is quantified from a network parameter rather than from observed recovery of a state variable through time the measurement type is inferred. The introduction links mutualistic interactions to ecosystem stability and discusses network resilience within that context. The target variable used to quantify resilience is the interaction network expressed through βeff derived from the plant-bee interaction matrix. The data are community level because they involve multiple bee species and multiple plant species in interaction networks. The approach is field observation because the methods state they recorded visitation frequencies on 50 study plots across seasons. The first author affiliation lists the International Centre of Insect Physiology and Ecology in Nairobi Kenya. The study area is in Kenya in the Eastern Afromontane Biodiversity Hotspot with coordinates given for Taita Hills and Murang’a County. The average coordinate is based on the midpoints of the reported coordinate ranges. The habitat description emphasizes regrowth vegetation formed as a result of subsistence farming and grazing and includes cropland and built-up areas and plantations so the dominant habitat type is agricultural. Taxa whose resilience was quantified are plants and bees.
1167,Observed,resistance + resilience + tolerance,Recovery rate,Cover,Community,Field experiment,US,['US'],NA,NA,Other,Plantae,Manipulated_Biotic,Pulse,365,The study applied controlled trampling treatments with lanes receiving 0 to 500 passes and one lane as a control and it measured vegetation response immediately before trampling and about 2 weeks after trampling and 1 year after trampling. Resilience is defined as the ability of a vegetation type to recover following the cessation of trampling and the resilience index is the change in relative vegetation cover during the year after trampling expressed as a fraction of the change in cover that occurred 2 weeks after trampling. The response variable used to compute resistance resilience and tolerance is relative vegetation cover which is based on estimated cover of each vascular plant species and of mosses and lichens summed to total cover and adjusted for changes on controls. The framework explicitly separates vulnerability into resistance resilience and tolerance and states that the response of vegetation to trampling is expressed in terms of three indices resistance tolerance and resilience. The quantification for resilience uses change over time in cover during the year after trampling relative to the initial change which is a recovery rate type measure rather than a time to recovery. The target variable is cover because indices are calculated from relative vegetation cover values. The level is community because cover is summed across species to obtain total cover for each vegetation type and resilience is calculated for each vegetation type. The approach is field experiment because experimental study sites were established in five mountainous regions and trampling treatments were administered in early summer with follow up field measurements. The first author affiliation is Aldo Leopold Wilderness Research Institute Forest Service US Department of Agriculture in Missoula Montana. The field country is the United States because sites were established in five different mountainous regions of the United States and states listed include Washington Montana Colorado New Hampshire and North Carolina. The disturbance is manipulated because trampling passes were applied by the researchers and it is biotic because it is human trampling. The disturbance pattern is pulse because trampling was administered as discrete passes and recovery was measured after cessation. Observation duration is 365 days because follow up measurements were taken 1 year after trampling.
1,Inferred,ecosystem health = vigor + organization + resilience,Inferred,Land use,Landscape,Field observation,CN,CN,"N36.10, E120.20",0,Coastal,NA,NA,NA,NA,The study states it uses the “Vigor-Organization-Resilience (VOR) model” and that “EH is ecosystem health；EV is ecosystem vigor；EO is ecosystem organization；ER is ecosystem resilience” with the model “EH = EV×EO×ER”. Resilience is not quantified from recovery dynamics but from land use areas and coefficients because Table 3 defines “ER = Σ Ai×RCi” where “Ai is the area of land use type i” and “RCi is the ecosystem elasticity coefficient of land use type i which is derived by combining the expert scores and previous studies”. This matches an inferred measurement because resilience is constructed from proxy land use and expert derived coefficients rather than observed recovery. The target variable used to quantify resilience is land use area and land use based coefficients as given in the ER formula. The study area is “Jiaozhou Bay… in Qingdao Shandong Province” and the first author affiliation is “Ocean University of China Qingdao… China” so institution country and field country are China. The coastal zone is defined as “the townships within 10 km of the coastline” around Jiaozhou Bay so the habitat is coastal. The approach relies on land use data remote sensing images and POI data and does not describe an experiment so it is field observation. No coordinates are provided so the location is approximated from Jiaozhou Bay Qingdao. Because measurement is inferred disturbance type pattern and observation duration are not applicable.
165,Observed,resilience = resistance + recovery,Recovery rate,Cover,Community,Field observation,AU,Global,Global,Global,Marine.Neritic,Animalia,"['Unmanipulated_Climatic', 'Unmanipulated_Hydrological']",Pulse,1825,The introduction defines resilience as a function of resistance and recovery stating the resilience of natural systems can be considered as a function of resistance and recovery. The methods compile observational coral cover data before and after disturbances stating a global data set of total coral cover before and after acute storms temperature stress and coastal run off from flooding events. Disturbance impact is quantified as change in coral cover using the log response ratio of pre to post disturbance percentage coral cover. Recovery is quantified from time series coral cover after disturbance by fitting linear models and extracting the slope as annual recovery rate in the 5 year period following disturbance. The study therefore uses observed coral cover trajectories to quantify resilience. The target variable used for recovery rate is percentage coral cover. The major taxa studied are scleractinian hard corals which are animals. The location is described as tropical coral reefs globally and the results describe a database spanning 54 degrees of latitude so the field country and location are global. The disturbances are acute storms and temperature stress events and run off from flooding events which are treated as short lived events so the disturbance pattern is pulse. The recovery rate window is five years following disturbance so the observation duration is 1825 days. The first author affiliation is the University of Western Australia in Australia.
202,Observed,resilience = fast recovery,Recovery rate,Biomass,Ecosystem,Modeling and simulation,US,['US'],NA,NA,Wetland,NA,Unmanipulated_Hydrological,Pulse,730,The study fits models to daily river gross primary production time series and uses a latent biomass state Bt with an intrinsic growth rate rmax. It states that the model allows estimation of maximum autotrophic biomass growth rates rmax as a proxy for the resilience of primary producers to flood disturbances. It also states that streams have relatively high ecosystem resilience defined as fast recovery in algal biomass and primary productivity. Resilience is quantified as the median value of the low density maximum growth rate rmax and converted to daily maximum percent increase in biomass as (ermax−1)×100. This is a recovery rate because it is a growth rate describing how quickly biomass increases after disturbance. The disturbance is flood high flow because the model estimates effects of flow disturbance on biomass persistence Pt as a function of discharge Qt and discusses reductions in GPP following flood disturbances. The disturbance is unmanipulated because it uses observed discharge and GPP time series rather than experimental manipulation. The disturbance is treated as pulse because it refers to high flows on a specific date and recovery in the week following the disturbance. The approach is modeling and simulation because both LB TS and S TS are state space models fit using Bayesian inference in Stan. The first author affiliation is University of Nevada Reno in the United States. The field data are from six rivers in the United States including sites in WV MD GA OK CA and TX. The observation duration is two consecutive years because the study selected six rivers with 2 y time series and fit the first year then predicted the second year.
1228,Observed,resilience + resistance,Recovery time,"['Biomass', 'Composition']",Community,Field experiment,US,US,"N38.05, W85.70",0,Forest,Algae,['Manipulated_Hydrological'],Pulse,33,The study used outdoor experimental stream channels and imposed simulated spates by increasing current to about 60 cm/s and scouring tiles with a high pressure hose. Resilience was assessed using post spate recovery dynamics because the authors state resilience is the ability to return to a reference state and in this system the reference was convergence with a temporally changing undisturbed control community. The authors assessed resilience in terms of biomass parameters specifically cell numbers and in terms of community composition using DCA ordination trajectories. They report disturbed communities reaching biomass and taxonomic structure similar to controls after 3 to 9 d which provides a recovery time measure. The target variables used for resilience quantification were cell densities and diatom assemblage composition. The work was a field experiment at the University of Louisville experimental stream facility in Bernheim Forest Nature Preserve Bullitt County Kentucky USA drawing water from Harts Run. The first author affiliation is University of Louisville Louisville Kentucky USA. The habitat is a mixed hardwood forest basin described for Harts Run. The study subjects were lotic algal communities including diatoms and filamentous green algae. The disturbance was manipulated and hydrological because it was a simulated spate high discharge event. The disturbance pattern was pulse because each spate was imposed for 2 h and then flow returned to pre disturbance levels. The observation window for the experiment was 33 d from the initial disturbance on 27 April 1988 to day 33.
167,Inferred,resilience + resistance,Inferred,Diversity,Community,Field observation,PT,PT,"N38.75, W9.00",0,Other,Animalia,NA,NA,NA,The introduction defines ecological resilience as the ability of a system to absorb changes to maintain the same identity and states that functional evenness has been used as a proxy for the resilience of communities. The discussion states that non-invaded showed higher resilience i.e. FEve than invaded communities and later states that invaded community diversity is more affected by and thus has a lower resilience to disturbance. The methods quantify diversity using species richness FDiv FEve and MPD and compare these metrics between non-invaded invaded and invaded no alien communities. The study does not quantify recovery dynamics after a disturbance and instead infers resilience from functional evenness and other diversity metrics. The study area is the Tagus estuary area Portugal and Figure 1 shows the study area around the Tagus Estuary Portugal. The first author affiliation is University of Lisbon Lisboa Portugal. Bird point counts were conducted at 189 points in 2021 to 2022 indicating field observation. The focal subjects are bird communities and the metrics are community level diversity metrics. Disturbance is discussed as human disturbance and human modification but resilience quantification is not based on a defined disturbance event response so disturbance type pattern and observation duration for resilience are not specified. Land classes include forest agriculture and urban and wetland areas so the dominant habitat type cannot be assigned to a single IUCN category from the resilience quantification alone and is coded as Other.
