paper_id,Measurement,Framework,Quantification,Target variable type,Level,Approach,Institution country,Field country,Location,Location range,Habitat type,Taxon,Disturbance type,Disturbance pattern,Observation duration,Justification
921,Observed,stability = resistance + resilience + reactivity,Recovery rate; Resistance; Other,Biomass,Community,Modeling and simulation; Field observation,CA,IT,"N44.35, E9.15",0,Marine.Neritic,Animalia,Unmanipulated_Biological resource use,Press,9131,Resilience was defined as return rate to equilibrium governed by the leading eigenvalue of the community matrix with resilience = -max(λB) and described as return time and return rate following displacement from equilibrium. Resistance was quantified as a determinant based index of overall variability in community interactions using det(V∞-Σ) divided by det(V∞). The data came from a stationary fish trap anchored to the seabed 200 m from the Camogli coast of the Ligurian Sea which is a shallow nearshore marine environment over the continental shelf.
1431,Observed,resilience = resistance + recovery,Resistance; Recovery degree,Ecosystem function,Ecosystem,Field observation,US,US,"N33.0, W91.0",0,Wetland,Plantae,Unmanipulated_Climatic,Press,1210,Resistance was quantified as Rs = NDVI 2011 divided by NDVI 2010 and recovery was quantified as Rc = NDVI 2012 or 2013 or 2014 divided by NDVI 2011 with higher Rc values indicating post drought rebound relative to 2011. The study area riparian systems include floodplains wetlands and bottomland hardwood forests and the riparian vegetation sampling used an EPA riparian zone mask within this basin.
36,Inferred,ecosystem health = vigor + organization + resilience + stress,Inferred,Land use,Landscape,Field observation,CN,CN,"N26.92, E106.55",3.48,Multi,NA,NA,NA,NA,Resilience is not quantified from recovery dynamics but is computed as an ecosystem resilience index using land use proportions and fixed land use type coefficients with ERI = sum Ai × RCi and RCi taken from Table 2 so resilience is inferred. Habitat is multi because the resilience related inputs and coefficients explicitly span multiple land use types including cropland forestland grassland water construction land and bare land and the analysis is conducted across all counties in Guizhou Province.
56,Inferred,none,Inferred,Interaction,Community,Field observation,KE,['KE'],"S1.05, E37.21",1.35,Multi,Animalia; Plantae,NA,NA,NA,Resilience was calculated as the network resilience parameter βeff which the study describes as a one-dimensional mathematical model quantifiable from an ecological network and it defines the state of an ecosystem against disturbances such as loss in interactions species interaction weight or combinations therefrom. The study area included savannah and shrubland at lower elevations and an intermix of indigenous bushland pasture human settlement subsistence farming and large scale agricultural plantations at higher elevations so no single IUCN habitat type dominates.
1167,Observed,resistance + resilience + tolerance,Recovery degree,Cover,Community,Field experiment,US,['US'],NA,NA,Multi,Plantae,Manipulated_Structural,Pulse,365,Resilience was quantified as a resilience index defined as the change in relative vegetation cover during the year after trampling expressed as a fraction of the change in cover that occurred 2 weeks after trampling. This uses measured cover before trampling and at 2 weeks and 1 year after trampling. The study used 18 vegetation types in five separate mountain regions in the United States and Table 1 includes both overstorey canopy cover and understorey vegetation cover indicating multiple habitat contexts rather than a single dominant habitat type.
1,Inferred,ecosystem health = vigor + organization + resilience,Inferred,Land use,Landscape,Field observation,CN,CN,"N36.10, E120.30",0,Coastal,NA,NA,NA,NA,Resilience is quantified as ER = sum of Ai × RCi where RCi is derived by combining expert scores and previous studies so resilience is inferred from land use type areas rather than measured recovery dynamics. The study area is the Jiaozhou Bay coastal zone defined as townships within 10 km of the coastline in Qingdao Shandong Province so the dominant habitat type is Coastal.
165,Observed,resilience = resistance + recovery,Resistance; Recovery rate; Recovery degree,Cover,Community,Field observation,AU,Global,Global,NA,Marine.Neritic,Animalia,Unmanipulated_Climatic; Unmanipulated_Hydrological,Pulse,1825,Resilience is defined as a function of resistance and recovery with resistance described as capacity to withstand disturbance and recovery described as capacity to return to a pre disturbance state. Resistance is quantified as disturbance impact using the log response ratio of pre to post disturbance coral cover and recovery is quantified as annual recovery rate from linear models fit to coral cover in the 5 year period following disturbance and as recovery completeness when the final data point is at least 90% of pre disturbance cover. The data are from tropical coral reefs globally and the studies are assigned to marine ecoregions for coastal and shelf waters which corresponds to Marine.Neritic.
202,Observed,none,Recovery rate,Biomass,Ecosystem,Modeling and simulation,US,US,NA,NA,Wetland,Chromista,Unmanipulated_Hydrological,Pulse,730,Resilience was quantified as the maximum autotrophic biomass growth rate rmax described as a proxy for the resilience of primary producers and used to calculate daily maximum percent increase in biomass and biomass doubling time. This corresponds to recovery rate because rmax is an intrinsic growth rate governing post disturbance regrowth. The data are from rivers and streams with flood disturbances and river bed sediment mobilization thresholds indicating an inland freshwater system which matches Wetland. The study subjects are autotrophic biomass described as algae and periphyton which are treated here as Chromista.
1228,Observed,resilience + resistance,Recovery rate; Resistance,Abundance; Biomass; Composition,Community,Field experiment,US,US,"N37.92, W85.65",0,Forest,Algae,Manipulated_Hydrological,Pulse,33,Resilience was quantified as post disturbance cell accrual using least squared rates of change in natural log transformed cell densities during each post spate recovery period and as convergence of disturbed communities with a temporally changing undisturbed control community within 3 to 9 d. Resistance was measured as the change in algal biomass and taxonomic structure across a disturbance including cell density reduction and displacement of taxonomic structure. The study site draws water from Harts Run draining a basin of mixed hardwood forest and the experimental stream facility is located in Bernheim Forest Nature Preserve.
167,Inferred,resilience + resistance,Inferred,Diversity,Community,Field observation,PT,PT,"N38.75, W9.00",0,Multi,Animalia,NA,NA,NA,Resilience was not quantified from recovery dynamics and was instead inferred because the introduction states that functional evenness has been used as a proxy for the resilience of communities and the discussion links lower diversity in invaded communities to lower resilience to disturbance. Habitat type is Multi because the study area is described as a landscape characterised by agriculture forest shrubland urban and wetland areas and sampling was stratified across agricultural forest and urban land classes.
