paper_id,Measurement,Framework,Quantification,Target variable type,Level,Approach,Institution country,Field country,Location,Location range,Habitat type,Taxon,Disturbance type,Disturbance pattern,Observation duration,Justification
921,Observed,resistance + resilience + reactivity,Recovery time,Abundance,Community,Modeling and simulation; Field observation,CA,IT,"N44.35, E9.15",0,Marine.Neritic,Animalia,Unmanipulated_Biological resource use,Press,9125,The study fits first order multivariate autoregressive models to observed time series of species level catch data from a stationary fish trap and uses these observations to estimate stability metrics. The data are a 25 year series from 1950 to 1974 with catch records aggregated into 12 h intervals and treated as CPUE. Resilience is explicitly defined as return time or return rate to equilibrium from an ecological disturbance or displacement from equilibrium and is governed by the leading eigenvalue of the community matrix. The paper presents three indices of community stability as resistance resilience and reactivity and discusses them together as components of community stability. The target variable used in the resilience calculation is CPUE for three trophic groups which the text treats as an index of abundance. The analysis is at the community level because the resilience metric is derived from a community matrix describing relationships among high predatory meso predatory and low trophic groups. The approach combines field observation for the trap catch time series with modeling and simulation because resilience is quantified from the fitted MAR model and its eigenvalue. The trap is anchored 200 m from the Camogli coast of the Ligurian Sea off the coast of Italy. The first author affiliation is Dalhousie University Halifax NS Canada. Predator depletion is discussed as occurring through fisheries exploitation and fishing effort is identified as the most important predictor of declining community stability. The disturbance is treated as long term predator decline over decades with no defined recovery interval which matches a press disturbance framing. The observation window spans 25 years which is 25 times 365 days.
1431,Observed,resilience = resistance + recovery,Resistance; Recovery degree,Ecosystem function,Ecosystem,Field observation,US,US,"N33.0, W91.0",0,Multi,Plantae,Unmanipulated_Climatic,Press,1576,The study quantifies vegetation resistance and recovery using indices derived from MODIS NDVI time series which are observational remote sensing data. It states that vegetation resilience namely resistance and recovery were quantitatively assessed using indices derived from MODIS NDVI data. Resistance is defined as NDVI 2011 divided by NDVI 2010 and recovery is defined as post drought NDVI in 2012 or 2013 or 2014 divided by NDVI 2011 which makes resilience a combination of resistance and recovery. The target variable used in these indices is NDVI which the paper uses to represent vegetation health and greenness and thus functions as a vegetation index proxy for ecosystem productivity. The study area is the Lower Mississippi River Basin spanning multiple US states and the data are from USDM and MODIS for that region. The first author affiliation is Appalachian State University in the United States. Drought events are described as naturally occurring and the drought severity data are weekly USDM categories so the disturbance is unmanipulated climatic drought. The analysis treats drought as a continuous time window with overlapping drought and recovery periods rather than discrete events which aligns with a press disturbance framing. The observation window for drought events is from March 2 2010 to June 25 2013 and NDVI is extracted for 2010 through 2014 so the first to last measurement spans 2010 to 2014. The riparian systems include floodplains wetlands and bottomland hardwood forests and land cover includes cultivated crops forests and wetlands so the habitat type is multiple. The resilience subject is riparian vegetation which is plants. The location is not given as coordinates so the response uses an approximate basin center coordinate consistent with the named region and reports zero range because only one averaged coordinate is provided.
36,Inferred,ecosystem health = vigor + organization + resilience + stress,Inferred,Land use; Regional network parameter; Ecosystem function; Abiotic parameter,Landscape,Field observation,CN,CN,"N26.9167, E106.5833",0,Multi,NA,NA,NA,NA,The paper develops a VORS regional ecosystem health assessment framework described as Vigor Organization Resilience Stress and gives the formula EHI = EVI×EOI×ERI×ESI. Ecosystem resilience is not measured from recovery dynamics but is computed as ERI = sum Ai×RCi where RCi is an ER coefficient assigned by land use type and taken from previous research with stability and resilience weights. Ecosystem vigor uses annual NDVI and ecosystem organization uses landscape pattern indices from land use data and Fragstats and ecosystem stress uses land use intensity soil erosion intensity and rocky desertification intensity. These are proxy and index based components rather than observed post disturbance recovery trajectories so resilience measurement is inferred. The study uses RS and GIS datasets including MOD13A1 NDVI and land use and other spatial layers for Guizhou Province from 2000 to 2020 which is field observation via remote sensing and existing datasets. The study area is Guizhou Province in southwest China with coordinates 24•37′-29•13′N and 103•36′-109•35′E and the affiliated institution is Guizhou University in China. No explicit disturbance event is imposed or tracked for recovery and the analysis focuses on ecosystem health indices and drivers rather than resilience response to a defined disturbance.
56,Inferred,none,Inferred,Interaction,Community,Field observation,KE,KE,"S1.09, E37.36",2.1,Multi,Animalia; Plantae,NA,NA,NA,The study defines interaction network resilience as the ability of interacting organisms to maintain their functions processes or populations after experiencing a disturbance. The study calculates bee and plant network resilience using the network resilience parameter βeff described as a one dimensional mathematical model quantifiable from an ecological network and defining the state of an ecosystem against disturbances such as loss in interactions species interaction weight or combinations therefrom. Resilience is therefore quantified from a proxy network metric rather than from observed recovery dynamics of a state variable through time. The methods describe field surveys of bee species and their interactions with plants across four seasons on 50 study plots along two elevation gradients in Kenya. The resilience target is the interaction network property βeff derived from the plant bee interaction matrix and thus the target variable type is interaction. Because βeff is computed for plant and bee assemblages within plots it reflects a community level property. The approach is field observation because plant bee interactions were recorded by observers in plots. The first author affiliation list includes International Centre of Insect Physiology and Ecology in Nairobi Kenya. The study area coordinates are given for Taita Hills and Murang’a County and the average of the midpoints is approximately S1.09 E37.36. The farthest midpoint differs from the average by about 1.03 degrees latitude and 1.07 degrees longitude giving a summed range of about 2.1. The plots include savannah shrubland indigenous bushland pasture human settlement and subsistence farming and plantations so multiple habitat types are involved. Disturbance type pattern and observation duration are NA because the measurement is inferred.
1167,Observed,resistance + resilience + tolerance,Recovery degree,Cover,Community,Field experiment,US,['US'],NA,NA,Multi,Plantae,['Manipulated_Biotic'],Pulse,365,The study used experimental trampling treatments and measured vegetation response immediately before trampling then about 2 weeks after trampling and 1 year after trampling. The response variable used to build indices was relative vegetation cover defined as the fraction of original vegetation that survives trampling adjusted for changes on controls. Resilience is defined as the ability of a vegetation type to recover following the cessation of trampling and the resilience index is the change in relative vegetation cover during the year after trampling expressed as a fraction of the change in cover that occurred 2 weeks after trampling. This is a direct quantification from observed cover change after a disturbance so the measurement type is observed. The paper presents three indices resistance tolerance and resilience as components used to express vegetation response. Because resilience is quantified as the amount of cover regained relative to the initial cover loss it matches recovery degree rather than recovery rate or recovery time. The target variable used for resilience quantification is vegetation cover. Cover is summed across species for vegetation types and also calculated for individual species so the level is community. The approach is a field experiment because controlled trampling was applied in lanes at 18 study sites in five mountainous regions of the United States. The first author affiliation is the Aldo Leopold Wilderness Research Institute Forest Service US Department of Agriculture in Missoula Montana. The field country is the United States because sites were in Washington Montana Colorado New Hampshire and North Carolina. Specific coordinates are not provided in the text tables or figures so location and location range are NA. Multiple vegetation types across several regions and both forested and non forested settings are included so habitat type is multi. The subjects are vascular plant species plus mosses and lichens but resilience indices are reported for vegetation types and plant species so the taxon is plantae. The disturbance is manipulated trampling by people walking passes along lanes so it is manipulated biotic. The disturbance is treated as a discrete event with follow up recovery so the pattern is pulse. The observation duration from initial measurement before trampling to the 1 year measurement is 365 days.
1,Inferred,ecosystem health = vigor + organization + resilience,Inferred,Land use,Ecosystem,Field observation,CN,CN,"N36.10, E120.30",0,Coastal,NA,NA,NA,NA,The study states it uses the Vigor-Organization-Resilience model and that ecosystem health is evaluated through vigor organization and resilience which makes resilience a component within ecosystem health. Resilience is computed as ER = sum Ai × RCi where RCi is an ecosystem elasticity coefficient derived by combining expert scores and previous studies and Ai is land use area which indicates resilience is inferred from land use and expert based coefficients rather than measured recovery dynamics. The methods define resilience conceptually as ability to recover after disturbances but the operational formula uses land use areas and coefficients not time series recovery. The paper evaluates ecosystem health primarily from the perspective of tourism land use and uses land use data remote sensing images and POI points to delineate tourism land types. NDVI is used for vigor and landscape indices for organization but resilience itself is based on land use type areas and expert derived coefficients. The study area is Jiaozhou Bay in Qingdao Shandong Province China and the coastal zone is townships within 10 km of the coastline. The first author affiliation is Ocean University of China in Qingdao China. The figures and text locate Jiaozhou Bay on the southern coast of the Jiaodong Peninsula in the Yellow Sea and an approximate central coordinate is provided for Qingdao Jiaozhou Bay. Because measurement is inferred disturbance type pattern and observation duration for recovery are not applicable.
165,Observed,resilience = resistance + recovery,Recovery rate,Cover,Community,Field observation,AU,Global,Global,NA,Marine.Neritic,Animalia,"['Unmanipulated_Climatic', 'Unmanipulated_Hydrological']",Pulse,1825,The introduction defines resilience as a function of resistance and recovery with the phrase resilience can be considered as a function of resistance and recovery. The methods compile observational data of total coral cover before and after acute storms temperature stress and coastal run off from flooding events. Disturbance impact is quantified as the log response ratio of pre to post disturbance coral cover. Recovery is quantified as an annual linear recovery rate in an approximate 5 year time window following disturbance by fitting linear models of coral cover versus years since disturbance and using the slope as recovery rate. Because resilience is explicitly framed as resistance and recovery and the core recovery analysis quantifies resilience using recovery rate the quantification is recovery rate. The target variable used for both impact and recovery analyses is percentage hard coral cover. Total coral cover aggregates across scleractinian hard corals so the level is community. The approach is field observation because the study extracts empirical coral cover measurements from published field surveys and does not impose experimental manipulations. The first author affiliation is The University of Western Australia in Australia. The location is tropical coral reefs globally and the results state the database spans 54 degrees of latitude from 26 S to 28 N so the field country and location are global. The habitat is coral reefs in coastal and shelf waters which corresponds to the marine neritic zone. The major taxa studied are scleractinian hard corals which are animals. Disturbances are acute storms and temperature stress events and flood plume run off which are treated as discrete events with pre and post measurements and a recovery window so the disturbance pattern is pulse. The recovery rate window is 5 years following disturbance so the observation duration is 1825 days.
202,Observed,none,Recovery rate,Biomass,Ecosystem,Modeling and simulation,US,['US'],NA,NA,Wetland,Algae,Unmanipulated_Hydrological,Pulse,730,The study fits state space models to daily gross primary production time series from six rivers and explicitly models flood disturbance effects on latent autotrophic biomass using daily discharge. Resilience is quantified as the low density maximum growth rate rmax because the Methods state they estimated resilience as the median value of the maximum growth rate rmax and calculated daily maximum percent increase in biomass as (ermax−1)×100. This is a recovery rate quantification because rmax is a daily growth rate and the paper describes it as fast recovery and as recovery rates and doubling times. The target variable used to quantify resilience is latent photosynthetically active autotrophic biomass Bt because rmax is a parameter of the biomass process model. The approach is modeling and simulation because they developed and fit the latent biomass time series model in Stan using Bayesian inference and used out of sample prediction. The disturbance is unmanipulated hydrological because the disturbance is high flows and floods observed in river discharge time series and described as flood disturbances and high flows. The disturbance pattern is pulse because they describe discrete high flow events such as high flows on 8 May 2013 and recovery following the disturbance over about a week. Observation duration is 730 days because they used 2 year time series and fit the first year and predicted the second year. The first author affiliation is University of Nevada Reno in the United States. The field country is the United States because the rivers are in US states including WV MD GA OK CA TX and OR. Habitat type is wetland because the data are from streams and rivers and the study is river ecosystem productivity. Taxon is algae because the paper repeatedly refers to algal biomass and autotrophic organisms such as algae and periphyton as the primary producers whose biomass resilience is assessed.
1228,Observed,resistance + resilience,Recovery time,Abundance; Composition,Community,Field experiment,US,US,"N37.92, W85.65",0,Forest,Algae,Manipulated_Hydrological,Pulse,33,The study imposed simulated spates in outdoor experimental stream channels and sampled communities immediately after each spate and at subsequent 3 d intervals with a final spate on day 33. The Introduction states resistance was measured as change in algal biomass and taxonomic structure across a disturbance and resilience was assessed as convergence with a temporally changing undisturbed control community. The Methods state resilience was assessed by comparing rates of cell accrual on control and disturbed tiles during the 9 d following each simulated spate and resilience in diatom community composition was examined by comparing trajectories on DCA ordination plots. The Results state resilience was higher in slow current with disturbed communities reaching biomass and taxonomic structure similar to controls after 3 to 9 d which provides a recovery time. The target variables used for resilience are cell densities and diatom assemblage composition which correspond to abundance and composition at the community level. The work was conducted at the University of Louisville experimental stream facility in Bernheim Forest Nature Preserve Bullitt County Kentucky USA and the facility draws water from Harts Run draining a basin of mixed hardwood forest which supports Forest habitat. The first author affiliation is University of Louisville Louisville Kentucky USA which is in the United States. The disturbance is a simulated spate created by increasing current and scouring tiles with a high pressure hose which is a manipulated hydrological pulse. The experiment ran from day 0 to day 33 so the observation duration is 33 days.
167,Inferred,resilience + resistance,Inferred,Diversity,Community,Field observation,PT,PT,"N38.75, W9.00",0,Multi,Animalia,NA,NA,NA,The paper defines ecological resilience as the ability of a system to absorb changes to maintain identity and states that functional evenness has been used as a proxy for the resilience of communities. The study quantifies functional evenness and other diversity metrics and uses them to compare invaded and non-invaded bird communities and to relate diversity to land use and heterogeneity. Because resilience is treated via a proxy metric rather than direct recovery dynamics after a disturbance it is inferred. The introduction presents resilience alongside resistance and states that a resilient system should better resist disturbance events and it also defines community resistance as the capacity to withstand disturbance. The target variables used in the main analyses are diversity metrics including species richness functional divergence functional evenness and mean pairwise phylogenetic distance. These metrics are calculated for bird communities at survey points so the level is community and the taxon is Animalia. The approach is field observation because bird surveys were conducted using 10 min point counts at 189 points visited in 2021 to 2022. The study area is the Tagus estuary area Portugal and the first author affiliation is University of Lisbon Portugal. The map and text locate the study around the Tagus Estuary near Lisbon so the coordinates are approximated to that area. The landscape includes forest agriculture urban shrubland and wetland so the habitat type is multi. Disturbance type pattern and observation duration for resilience are NA because the measurement is inferred and the study does not quantify recovery following a defined disturbance event.
81,Inferred,resilience = disturbance + carrying + recovery,Inferred,Regional network parameter,Landscape,Field observation,CN,CN,"N29.25, E112.75",0,Multi,NA,NA,NA,NA,The study states it developed an ecological resilience assessment process chain across the disturbance carrying recovery dimensions and names it the D-C-R three-dimensional process model chain. Ecological resilience is quantified as an index ERI computed from weighted components EDF ECC and ERC with ERI = ωdi EDF + ωci ECC + ωri ERC. EDF ECC and ERC are constructed from multiple indicators including topography climate hydrology land activities economic development landscape pattern ecosystem services vegetation indices and socio-economic indicators rather than direct recovery trajectories of a single state variable. The methods describe weighted calculations and normalization to build an ER atlas library and analyze spatiotemporal patterns from 2000 to 2020. Because resilience is derived from indicator systems and composite weighting rather than direct observation of system recovery after a defined disturbance the measurement is inferred. The target variable used to quantify resilience is the composite ER index mapped on 1 km by 1 km grids which is a spatially derived index. The study area is the Dongting Lake region spanning Hunan and Hubei provinces and the case cities are Yueyang Changde Yiyang and Jingzhou. The first author affiliation is Central South University in Changsha China. The data sources include remote sensing and other spatial datasets processed in ArcGIS indicating field observation via remote sensing and spatial analysis. The paper does not quantify resilience as recovery time rate degree resistance latitude or invariability but as a composite index so quantification is inferred. The habitat context includes lake waters floodplains wetlands forests cultivated lands and built areas so multiple habitat types are involved. No focal organism taxon is assessed because the resilience metric is an ecosystem landscape index. Disturbance type pattern and observation duration for recovery are not specified as imposed or observed disturbance response metrics.
17,Observed,ecosystem stability = resistance + resilience,Recovery rate,Ecosystem function,Ecosystem,Field observation,CN,CN,"N41.5, E90.0",16.0,Multi,Plantae,"['Unmanipulated_Climatic', 'Unmanipulated_Hydrological']",Press,8030,The study quantified resilience and resistance from NDVI time series using an ARx model with NDVI from 2001 to 2022 and hydroclimatic anomalies. The Methods state that NDVI anomaly and hydroclimatic indicators were decomposed and anomaly terms were input to the ARx model and the coefficient alpha characterizes resilience. The Methods explain that a larger absolute value of alpha implies a slow rate of returning to an equilibrium state from a disturbance which is a recovery rate concept. The Introduction states resistance and resilience are the two most fundamental aspects of ecosystem stability and defines resilience as the ability to recover its original state after disturbances. The framework is explicitly stated as resistance and resilience being aspects of ecosystem stability. The target variable used in the resilience quantification is NDVI which the paper uses as an indicator to reflect changes in ecosystem status and ecosystem characteristics which is treated here as an ecosystem function proxy. The study area is the arid region of Northwest China with coordinates 73E to 107E and 34N to 49N and the average coordinate is used for Location with range computed from the bounding box. The first author affiliation is Lanzhou University China. Disturbances are hydroclimatic anomalies including precipitation soil moisture and potential evapotranspiration treated as external disturbances and analyzed as anomalies over the full period which corresponds to a press type driver. The observation window spans 2001 to 2022 which is 22 years giving 8030 days using 365 days per year.
1371,Observed,resistance + resilience,Recovery time; Resistance,Abundance,Population,Modeling and simulation,DE,['DE'],"N54.36, E12.56",0,Agricultural,Plantae,Model_Hydrological; Model_Chemical,Pulse,54750,The introduction states that the study considers engineering resilience as the return time of individual plant species in a community to the equilibrium after abrupt change events. The methods describe process based model simulation experiments with a 50 year burn in period then conditions changed for one year then returned to the previous level for 100 simulation years. The methods state that return time was determined as the number of years for which control and treatment runs differed significantly after the change event. The methods also describe resistance as no response and discuss that SDMs may underestimate resistance and overestimate resilience. The disturbance is explicitly imposed in the model as abrupt changes of mean annual groundwater level and salinity from one year to the next for one year. The response variable used for PBM occurrence is species specific relative frequency defined as the proportion of runs in which a given species was present. The study site for the illustrative example is Michaelsdorf Germany with coordinates 12.56 E and 54.36 N. The first author affiliation is Technische Universitaet Braunschweig Germany. The discussion explicitly contrasts resistance and resilience and notes that Scirpus maritimus focuses on resistance rather than resilience. The observation window for the PBM experiment spans 50 plus 1 plus 100 simulation years which equals 151 years.
1015,Observed,resilience = rate of recovery,Recovery rate,Cover,Community,Field experiment,US,US,"N38.3198, W123.6733",0,Coastal,Plantae,Manipulated_Structural; Manipulated_Biotic,Pulse,810,The introduction defines resilience as rate of recovery by stating greater resilience is rate of recovery. The methods describe a 27 month field experiment assessing algal recruitment and succession in cleared patches that mimic naturally forming gaps which is a controlled disturbance. Recovery was quantified from time series surveys because patches were surveyed monthly and perennial algal cover increased over time until reaching ambient cover. The statistical analysis states to analyze recovery rates they compared the slope of perennial algal cover over time among treatments and examined the interaction between time and treatments to assess the effect of treatments on recovery rates. This makes the measurement observed and the quantification recovery rate. The target variable type is cover because recovery rates were based on perennial algal cover over time and figures show time series of cover. The level is community because cover and diversity were measured for multiple algal species in patches. The approach is field experiment because they conducted a field experiment in the rocky intertidal zone. The institution country is US because the first author affiliation is University of California Davis California USA. The field country is US and the location is Bodega Marine Reserve northern coast of California USA with coordinates 3881901200N 123 8402400W. The habitat type is coastal because the study is in a rocky intertidal zone. The taxon is Plantae because the focal organisms are macroalgal species and seaweed. Disturbance includes manipulated structural clearing of patches and manipulated biotic herbivore reduction using barriers and removal of mobile invertebrates. The disturbance pattern is pulse because patches were cleared in May 2008 as a discrete event and then recovery was observed. Observation duration is 810 days because the experiment lasted 27 months.
